"Prefix","Variable","ImportPath","BaseCandidate","ExistingCount","ResolvedFile","IndexLine"
"/api/v1/backend-modules/M041","M041VillageERPRoutes","./modules/M041/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M041\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M041\routes.js","1120"
"/api/v1/backend-modules/M002","finalBatchModuleM002Routes","./modules/M002/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M002\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M002\routes.js","1121"
"/api/v1/backend-modules/M003","finalBatchModuleM003Routes","./modules/M003/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M003\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M003\routes.js","1122"
"/api/v1/backend-modules/M004","finalBatchModuleM004Routes","./modules/M004/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M004\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M004\routes.js","1123"
"/api/v1/backend-modules/M005","finalBatchModuleM005Routes","./modules/M005/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M005\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M005\routes.js","1124"
"/api/v1/backend-modules/M006","finalBatchModuleM006Routes","./modules/M006/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M006\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M006\routes.js","1125"
"/api/v1/backend-modules/M007","finalBatchModuleM007Routes","./modules/M007/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M007\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M007\routes.js","1126"
"/api/v1/backend-modules/M008","finalBatchModuleM008Routes","./modules/M008/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M008\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M008\routes.js","1127"
"/api/v1/backend-modules/M009","finalBatchModuleM009Routes","./modules/M009/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M009\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M009\routes.js","1128"
"/api/v1/backend-modules/M010","finalBatchModuleM010Routes","./modules/M010/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M010\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M010\routes.js","1129"
"/api/v1/backend-modules/M011","finalBatchModuleM011Routes","./modules/M011/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M011\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M011\routes.js","1130"
"/api/v1/backend-modules/M012","finalBatchModuleM012Routes","./modules/M012/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M012\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M012\routes.js","1131"
"/api/v1/backend-modules/M013","finalBatchModuleM013Routes","./modules/M013/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M013\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M013\routes.js","1132"
"/api/v1/backend-modules/M014","finalBatchModuleM014Routes","./modules/M014/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M014\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M014\routes.js","1133"
"/api/v1/backend-modules/M015","finalBatchModuleM015Routes","./modules/M015/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M015\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M015\routes.js","1134"
"/api/v1/backend-modules/M017","finalBatchModuleM017Routes","./modules/M017/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M017\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M017\routes.js","1135"
"/api/v1/backend-modules/M018","finalBatchModuleM018Routes","./modules/M018/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M018\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M018\routes.js","1136"
"/api/v1/backend-modules/M019","finalBatchModuleM019Routes","./modules/M019/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M019\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M019\routes.js","1137"
"/api/v1/backend-modules/M020","finalBatchModuleM020Routes","./modules/M020/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M020\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M020\routes.js","1138"
"/api/v1/backend-modules/M021","finalBatchModuleM021Routes","./modules/M021/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M021\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M021\routes.js","1139"
"/api/v1/backend-modules/M022","finalBatchModuleM022Routes","./modules/M022/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M022\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M022\routes.js","1140"
"/api/v1/backend-modules/M023","finalBatchModuleM023Routes","./modules/M023/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M023\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M023\routes.js","1141"
"/api/v1/backend-modules/M024","finalBatchModuleM024Routes","./modules/M024/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M024\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M024\routes.js","1142"
"/api/v1/backend-modules/M025","finalBatchModuleM025Routes","./modules/M025/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M025\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M025\routes.js","1143"
"/api/v1/backend-modules/M026","finalBatchModuleM026Routes","./modules/M026/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M026\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M026\routes.js","1144"
"/api/v1/backend-modules/M027","finalBatchModuleM027Routes","./modules/M027/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M027\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M027\routes.js","1145"
"/api/v1/backend-modules/M028","finalBatchModuleM028Routes","./modules/M028/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M028\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M028\routes.js","1146"
"/api/v1/backend-modules/M029","finalBatchModuleM029Routes","./modules/M029/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M029\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M029\routes.js","1147"
"/api/v1/backend-modules/M030","finalBatchModuleM030Routes","./modules/M030/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M030\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M030\routes.js","1148"
"/api/v1/backend-modules/M101","finalBatchModuleM101Routes","./modules/M101/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M101\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M101\routes.js","1149"
"/api/v1/backend-modules/M102","finalBatchModuleM102Routes","./modules/M102/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M102\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M102\routes.js","1150"
"/api/v1/backend-modules/M151","finalBatchModuleM151Routes","./modules/M151/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M151\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M151\routes.js","1151"
"/api/v1/backend-modules/M201","finalBatchModuleM201Routes","./modules/M201/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M201\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M201\routes.js","1152"
"/api/v1/backend-modules/M301","finalBatchModuleM301Routes","./modules/M301/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M301\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M301\routes.js","1153"
"/api/v1/backend-modules/M63","finalBatchModuleM63Routes","./modules/M63/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M63\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M63\routes.js","1154"
"/api/v1/backend-modules/M64","finalBatchModuleM64Routes","./modules/M64/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M64\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M64\routes.js","1155"
"/api/v1/backend-modules/M65","finalBatchModuleM65Routes","./modules/M65/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M65\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M65\routes.js","1156"
"/api/v1/backend-modules/M001","legacyModuleM001Routes","./modules/M001/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M001\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M001\routes.js","1157"
"/api/v1/backend-modules/M016","legacyModuleM016Routes","./modules/M016/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M016\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M016\routes.js","1158"
"/api/v1/backend-modules/M031","legacyModuleM031Routes","./modules/M031/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M031\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M031\routes.js","1159"
"/api/v1/backend-modules/M032","legacyModuleM032Routes","./modules/M032/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M032\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M032\routes.js","1160"
