"FrontendFile","Method","RawPath","NormalizedPath","Classification","MatchedVariant","BackendMethods","EvidencePath"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\components\AI\AIChat.jsx","POST","/ai-gateway/chat","/ai-gateway/chat","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/ai-gateway/chat",,"/api/v1/ai-gateway/chat"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\FarmerProcurementPage.jsx","POST","/farmer-procurement/compare","/farmer-procurement/compare","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/farmer-procurement/compare",,"/api/v1/farmer-procurement/compare"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\FarmerProcurementPage.jsx","POST","/farmer-procurement/offers","/farmer-procurement/offers","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/farmer-procurement/offers",,"/api/v1/farmer-procurement/offers"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\HouseholdProcurementPage.jsx","GET","/strategic/household/procurement-plans","/strategic/household/procurement-plans","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/strategic/household/procurement-plans",,"/api/v1/strategic/household/procurement-plans"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\HouseholdProcurementPage.jsx","GET","/strategic/household/subscriptions","/strategic/household/subscriptions","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/strategic/household/subscriptions",,"/api/v1/strategic/household/subscriptions"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\HouseholdProcurementPage.jsx","POST","/strategic/household/procurement-plans","/strategic/household/procurement-plans","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/strategic/household/procurement-plans",,"/api/v1/strategic/household/procurement-plans"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\IndiaCoveragePage.jsx","GET","/india-coverage","/india-coverage","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/india-coverage",,"/api/v1/india-coverage"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/admin/recent-audit","/admin/recent-audit","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/admin/recent-audit",,"/api/v1/admin/recent-audit"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/agricultural-intelligence/analytics","/agricultural-intelligence/analytics","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/agricultural-intelligence/analytics",,"/api/v1/agricultural-intelligence/analytics"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/agricultural-intelligence/health","/agricultural-intelligence/health","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/agricultural-intelligence/health",,"/api/v1/agricultural-intelligence/health"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/agricultural-intelligence/weather","/agricultural-intelligence/weather","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/agricultural-intelligence/weather",,"/api/v1/agricultural-intelligence/weather"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/ai/agents","/ai/agents","NAMESPACE_VARIANT_METHOD_MATCH","/api/ai/agents",,"/api/ai/agents"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/ai/copilot/analytics","/ai/copilot/analytics","NAMESPACE_VARIANT_METHOD_MATCH","/api/ai/copilot/analytics",,"/api/ai/copilot/analytics"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/ai/copilot/sessions","/ai/copilot/sessions","NAMESPACE_VARIANT_METHOD_MATCH","/api/ai/copilot/sessions",,"/api/ai/copilot/sessions"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/ai/library-workspace/files/search","/ai/library-workspace/files/search","NAMESPACE_VARIANT_METHOD_MATCH","/api/ai/library-workspace/files/search",,"/api/ai/library-workspace/files/search"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/ai/library-workspace/status","/ai/library-workspace/status","NAMESPACE_VARIANT_METHOD_MATCH","/api/ai/library-workspace/status",,"/api/ai/library-workspace/status"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/ai/product-media-ai/status","/ai/product-media-ai/status","NAMESPACE_VARIANT_METHOD_MATCH","/api/ai/product-media-ai/status",,"/api/ai/product-media-ai/status"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/ai-agent/agents","/ai-agent/agents","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/ai-agent/agents",,"/api/v1/ai-agent/agents"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/ai-agent/health","/ai-agent/health","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/ai-agent/health",,"/api/v1/ai-agent/health"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/ai-agent/tools","/ai-agent/tools","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/ai-agent/tools",,"/api/v1/ai-agent/tools"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/ai-backbone/provider-status","/ai-backbone/provider-status","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/ai-backbone/provider-status",,"/api/v1/ai-backbone/provider-status"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/ai-brain/cognitive-state","/ai-brain/cognitive-state","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/ai-brain/cognitive-state",,"/api/v1/ai-brain/cognitive-state"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/ai-brain/knowledge-graph","/ai-brain/knowledge-graph","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/ai-brain/knowledge-graph",,"/api/v1/ai-brain/knowledge-graph"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/ai-brain/memory-state","/ai-brain/memory-state","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/ai-brain/memory-state",,"/api/v1/ai-brain/memory-state"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/ai-gateway/health","/ai-gateway/health","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/ai-gateway/health",,"/api/v1/ai-gateway/health"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/ai-gateway/providers","/ai-gateway/providers","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/ai-gateway/providers",,"/api/v1/ai-gateway/providers"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/ai-gateway/statistics","/ai-gateway/statistics","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/ai-gateway/statistics",,"/api/v1/ai-gateway/statistics"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/ai-operation-intelligence/continuous-improvement","/ai-operation-intelligence/continuous-improvement","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/ai-operation-intelligence/continuous-improvement",,"/api/v1/ai-operation-intelligence/continuous-improvement"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/ai-operation-intelligence/detect-anomalies","/ai-operation-intelligence/detect-anomalies","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/ai-operation-intelligence/detect-anomalies",,"/api/v1/ai-operation-intelligence/detect-anomalies"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/ai-operation-intelligence/health","/ai-operation-intelligence/health","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/ai-operation-intelligence/health",,"/api/v1/ai-operation-intelligence/health"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/ai-operation-intelligence/metrics","/ai-operation-intelligence/metrics","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/ai-operation-intelligence/metrics",,"/api/v1/ai-operation-intelligence/metrics"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/ai-operation-intelligence/operation-history","/ai-operation-intelligence/operation-history","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/ai-operation-intelligence/operation-history",,"/api/v1/ai-operation-intelligence/operation-history"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/ai-operation-intelligence/predict-optimization","/ai-operation-intelligence/predict-optimization","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/ai-operation-intelligence/predict-optimization",,"/api/v1/ai-operation-intelligence/predict-optimization"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/ai-operation-intelligence/resource-allocation","/ai-operation-intelligence/resource-allocation","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/ai-operation-intelligence/resource-allocation",,"/api/v1/ai-operation-intelligence/resource-allocation"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/ai-operation-intelligence/strategies","/ai-operation-intelligence/strategies","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/ai-operation-intelligence/strategies",,"/api/v1/ai-operation-intelligence/strategies"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/ai-self-healing/healing-history","/ai-self-healing/healing-history","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/ai-self-healing/healing-history",,"/api/v1/ai-self-healing/healing-history"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/ai-self-healing/health","/ai-self-healing/health","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/ai-self-healing/health",,"/api/v1/ai-self-healing/health"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/ai-self-healing/health-metrics","/ai-self-healing/health-metrics","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/ai-self-healing/health-metrics",,"/api/v1/ai-self-healing/health-metrics"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/ai-self-healing/predict-failures","/ai-self-healing/predict-failures","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/ai-self-healing/predict-failures",,"/api/v1/ai-self-healing/predict-failures"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/ai-self-healing/system-state","/ai-self-healing/system-state","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/ai-self-healing/system-state",,"/api/v1/ai-self-healing/system-state"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/animal-health/examinations","/animal-health/examinations","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/animal-health/examinations",,"/api/v1/animal-health/examinations"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/animal-health/outbreaks","/animal-health/outbreaks","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/animal-health/outbreaks",,"/api/v1/animal-health/outbreaks"
